age,highschool_gpa,college_gpa,internships,projects,certifications,hackathons,communication_skills,technical_skills,aptitude_score,coding_score,attendance_percentage,backlogs,volunteering,english_proficiency,quantitative_score,logical_reasoning,extracurricular,leadership_experience,placed
22,2.1,3.12,0,6,4,4,1,6,32,35,61.48,4,1,1,64,16,3,1,0
24,2.38,2.33,3,2,2,0,3,6,86,92,90.07,0,1,10,84,27,0,1,1
23,2.33,2.56,1,5,4,1,9,10,94,99,91.64,2,0,8,71,86,0,1,1
24,2.36,3.04,2,1,2,3,2,6,96,56,89.85,3,1,4,1,79,4,1,0
20,3.34,2.55,2,9,2,3,6,8,59,32,70.41,1,0,10,86,86,3,0,0
22,2.92,2.42,0,9,4,4,3,6,48,13,67.42,2,1,8,40,36,1,1,0
20,3.98,2.18,1,3,3,3,6,3,37,47,71.76,2,0,3,52,99,1,1,0
20,2.45,2.31,3,5,4,1,7,7,91,36,76.36,2,0,6,74,22,0,1,0
21,2.62,3.54,0,3,5,4,7,6,48,4,62.5,4,1,4,15,94,2,1,0
22,3.97,3.44,0,7,0,4,2,9,65,49,96.58,3,1,10,8,14,4,0,0
20,3.66,2.09,2,1,4,1,3,4,98,60,75.2,0,1,4,95,12,0,1,1
23,2.94,2.41,1,5,3,1,4,1,89,85,53.66,3,1,2,38,13,2,0,0
20,3.11,3.12,0,6,4,1,8,6,63,68,99.86,1,0,4,63,85,2,1,1
23,3.69,2.65,2,7,3,1,5,9,84,100,74.21,3,0,1,35,8,4,1,1
21,2.96,3.65,3,3,0,4,1,8,56,37,97.35,4,1,1,22,7,2,1,0
20,2.41,3.57,0,7,1,3,9,2,68,45,69.51,0,0,5,46,77,2,0,0
24,3.66,3.78,3,4,3,1,1,3,71,97,61.24,3,1,1,48,70,4,0,1
21,3.08,3.13,3,6,3,2,2,8,71,14,86.84,1,0,3,54,66,3,0,0
23,2.31,2.7,2,5,5,4,7,9,77,36,71.62,3,1,3,93,99,1,0,0
21,3.01,3.21,1,4,3,0,3,8,60,26,94.07,4,1,10,9,22,3,0,0
20,2.83,2.18,3,6,0,3,6,10,51,0,73.22,2,0,4,62,80,1,0,0
22,3.75,2.02,0,3,2,4,8,1,70,28,66.92,4,0,1,94,40,1,0,0
22,2.25,2.03,1,3,3,1,5,3,53,71,98.33,4,0,7,25,88,4,0,0
23,3.75,2.82,1,5,0,2,1,8,69,96,91.52,4,0,4,47,86,3,0,1
23,3.02,2.46,2,5,5,0,10,1,61,6,60.28,0,1,7,29,74,4,1,0
22,2.81,2.31,0,9,5,3,3,7,80,28,74.44,3,1,5,1,31,3,1,0
23,2.32,3.23,0,4,1,1,2,4,62,30,55.67,1,0,1,28,64,2,0,0
21,3.4,3.99,2,5,3,4,6,7,57,37,55.39,2,0,4,53,26,0,0,0
24,3.85,2.36,2,9,2,4,5,4,92,7,92.67,2,0,5,31,91,3,1,0
24,2.75,3.09,1,4,0,3,7,8,51,94,96.59,0,1,4,37,89,3,1,1
21,2.48,2.24,3,3,1,2,2,6,47,36,86.94,1,1,7,20,63,2,1,0
24,3.11,3.87,3,7,2,1,6,10,31,58,99.46,2,0,1,26,72,2,0,1
20,3.59,2.58,3,7,1,3,5,10,55,78,52.26,1,1,9,87,93,1,1,1
21,2.01,3.76,3,8,2,3,6,8,68,53,66.58,1,0,6,33,66,0,0,1
23,3.26,2.57,0,4,4,4,5,1,46,57,56.61,3,1,8,22,94,0,1,0
21,3.19,3.61,0,4,4,3,7,9,45,95,89.1,0,1,8,77,52,0,1,1
22,2.64,2.42,2,9,4,0,5,9,56,25,94.52,4,0,9,38,9,3,0,0
23,2.9,2.59,2,7,1,0,7,6,78,47,72.36,4,0,5,68,50,3,0,0
22,2.49,2.38,3,3,4,1,1,9,32,10,91.46,2,1,8,72,31,4,1,0
23,3.58,2.53,2,9,0,3,9,6,71,22,92.38,2,0,8,44,64,1,1,0
24,3.27,3.67,0,5,0,4,6,6,92,33,56.98,0,1,6,62,45,2,1,1
21,3.07,3.28,3,4,4,1,9,4,58,32,68.85,3,1,10,100,71,2,0,0
20,2.79,2.81,3,1,2,2,1,3,31,80,59.4,2,0,8,7,9,2,1,0
23,2.58,3.94,0,9,2,4,2,3,43,96,83.5,2,0,5,6,87,4,1,1
23,3.65,2.93,1,6,1,2,7,2,41,1,69.37,1,1,10,29,82,4,0,0
22,2.9,3.94,3,2,2,1,4,4,53,60,83.39,0,0,8,11,61,3,0,1
24,3.0,2.39,2,7,3,0,10,9,57,3,93.79,4,1,10,19,70,4,1,0
22,3.04,3.81,1,3,2,4,1,7,47,11,70.64,0,0,3,63,72,4,0,0
22,2.9,2.03,0,6,0,4,5,3,35,28,98.6,4,1,4,28,53,2,1,0
24,2.51,3.09,1,8,5,1,4,8,59,41,70.43,1,0,3,54,95,4,0,0
20,2.24,2.85,1,3,2,4,6,9,63,82,60.69,3,1,5,11,82,1,0,1
22,2.2,3.05,3,5,1,4,7,1,87,56,76.46,4,0,5,83,38,4,0,0
22,3.51,3.11,1,6,2,1,3,1,57,49,69.95,1,1,5,21,28,0,1,0
23,2.45,2.78,2,1,1,3,6,9,82,65,56.25,3,0,2,22,15,4,1,0
24,2.11,4.0,3,7,3,1,2,9,45,6,51.16,1,1,9,47,43,3,1,0
21,3.6,3.95,0,4,4,4,10,7,55,56,87.2,3,0,7,44,66,1,1,0
20,2.31,3.92,2,7,3,1,4,3,94,45,96.64,2,1,8,25,68,4,1,1
20,3.25,3.96,3,7,0,4,10,4,86,21,72.02,3,0,2,27,69,3,0,0
24,2.68,3.59,1,5,5,2,9,7,60,10,53.27,4,0,10,54,16,1,0,0
23,2.25,3.98,2,8,3,2,7,9,56,32,87.03,3,1,10,72,80,4,0,0
23,2.83,3.78,3,8,3,0,2,8,78,53,93.35,0,0,7,68,99,1,0,1
24,2.03,2.83,3,5,0,1,6,8,38,19,66.18,3,0,3,1,41,0,0,0
23,3.68,3.57,0,5,0,1,4,1,55,4,61.1,1,1,5,27,95,2,1,0
20,3.03,3.82,3,7,4,2,8,6,35,67,66.85,4,1,7,76,39,4,0,0
20,2.28,3.43,0,6,4,2,8,6,36,13,95.42,2,0,9,78,13,1,1,0
21,2.47,2.85,1,4,2,2,1,5,42,2,70.9,2,0,10,52,31,3,1,0
24,2.9,2.13,3,2,1,0,8,1,78,81,82.71,1,0,1,13,42,0,1,1
22,2.38,3.62,3,8,0,0,10,3,39,57,53.72,2,0,6,45,76,2,0,0
22,2.54,3.91,1,3,3,3,7,4,72,26,64.08,4,1,6,77,46,3,1,0
21,3.07,2.72,3,2,3,1,1,10,78,3,61.4,1,0,2,66,22,0,1,0
21,3.67,2.3,3,7,4,0,3,7,47,66,53.13,4,1,10,73,59,4,0,0
23,2.8,2.65,2,6,1,4,5,5,40,63,56.03,2,0,9,69,11,3,1,0
21,3.43,3.17,0,8,0,1,3,2,39,90,70.83,2,0,5,19,85,1,0,0
21,3.75,2.63,3,6,4,3,3,3,57,91,77.9,0,0,9,34,93,0,1,1
22,2.43,3.22,3,7,1,2,1,1,82,85,65.6,1,1,4,47,57,0,1,1
23,3.61,3.93,0,2,0,3,8,6,83,41,70.98,3,0,5,42,21,4,1,0
21,3.51,3.34,2,2,3,1,9,8,54,28,87.97,1,0,5,19,63,0,1,0
21,2.71,2.73,0,6,3,2,5,4,35,79,62.36,4,0,5,55,73,2,0,0
23,3.98,3.87,3,9,4,3,1,2,40,34,51.71,2,0,9,2,11,1,1,0
24,2.53,3.13,1,3,1,3,1,4,62,18,62.85,0,0,1,67,99,4,0,0
23,2.51,2.26,1,8,3,1,9,10,98,93,96.07,1,1,8,10,91,2,1,1
22,3.54,3.0,2,5,1,0,1,4,75,78,50.9,4,0,7,61,86,4,1,0
24,2.87,3.31,2,6,4,4,9,5,84,68,56.45,0,0,1,60,23,4,0,1
20,2.66,3.68,3,6,2,3,3,3,99,30,53.25,0,1,2,94,91,1,0,1
23,2.36,3.87,2,3,1,4,3,9,80,42,68.85,0,1,1,57,71,0,0,1
22,3.53,2.63,3,5,5,1,4,7,54,94,82.39,2,1,4,28,19,4,1,1
24,3.57,2.31,1,1,1,1,5,9,52,72,95.52,4,1,10,37,2,3,1,0
23,3.13,2.15,2,2,4,0,6,7,79,76,89.7,0,0,9,83,70,1,1,1
21,3.91,3.48,3,3,5,2,6,10,75,20,62.54,2,1,1,87,22,1,1,0
23,2.64,3.59,0,4,2,4,10,4,73,94,81.74,2,1,3,86,58,3,1,1
20,2.44,2.82,2,9,3,3,9,5,42,64,83.19,2,1,7,21,98,1,1,0
23,3.35,2.79,3,1,0,2,1,7,100,76,54.53,1,0,4,85,32,4,0,1
24,3.52,3.91,3,3,4,4,9,6,77,33,71.36,2,0,6,40,45,2,0,1
24,2.45,3.83,0,3,0,4,4,9,46,60,65.56,4,1,7,83,34,0,0,0
23,2.15,2.47,1,6,2,2,7,3,43,35,57.86,3,0,6,62,21,2,0,0
24,3.62,3.56,0,5,5,2,6,8,59,79,52.93,1,0,8,37,33,1,0,1
21,3.95,3.25,3,3,2,0,9,10,59,73,51.36,0,0,2,49,35,3,0,1
23,3.29,2.31,0,4,1,3,2,4,62,40,92.94,2,1,1,6,100,1,1,0
21,2.56,2.71,0,7,0,3,2,9,83,33,66.53,1,0,7,23,25,1,1,0
21,3.99,2.35,3,3,0,3,7,1,86,24,74.65,1,0,3,100,40,1,1,0
22,3.79,2.59,1,9,2,2,9,5,60,56,64.58,4,0,4,45,9,0,0,0
23,3.03,3.23,0,8,5,0,5,4,52,64,58.29,0,1,7,24,100,1,1,1
24,3.65,2.75,0,2,0,1,7,5,81,75,63.07,3,0,2,77,6,1,1,0
21,3.63,2.79,2,5,3,0,8,6,83,21,58.5,3,1,7,28,41,1,1,0
22,3.87,3.08,2,4,2,2,8,1,76,59,87.89,1,0,4,66,10,3,1,1
23,3.68,2.17,3,5,1,0,4,8,78,53,95.38,1,1,9,92,80,4,0,0
23,3.29,3.48,3,3,1,2,10,3,85,21,71.73,0,0,1,79,71,1,0,0
20,3.22,2.8,3,1,1,4,7,7,37,60,91.15,1,0,3,84,70,1,0,0
20,2.93,2.96,2,8,0,4,1,7,51,65,71.29,2,1,8,21,71,1,0,0
21,3.25,3.95,3,9,2,1,4,9,91,44,72.34,3,1,7,84,96,0,1,1
20,3.59,2.69,0,8,1,4,5,7,83,71,74.26,2,0,2,85,5,3,1,1
21,3.94,3.3,0,4,2,1,10,8,64,96,91.01,4,0,5,8,45,2,0,1
24,2.93,2.79,1,2,0,3,7,4,44,68,96.82,1,0,7,86,4,4,1,0
21,3.15,3.79,3,4,3,2,6,10,34,63,87.22,0,0,5,48,79,1,0,1
20,2.89,3.69,0,9,3,3,4,4,46,9,94.42,4,1,10,72,44,2,1,0
24,3.34,2.48,0,9,3,3,3,10,32,66,82.14,4,0,1,95,13,2,1,0
20,3.26,3.38,1,5,0,1,6,8,48,10,91.96,0,0,5,35,33,0,0,0
21,2.04,2.13,0,5,1,2,10,4,66,93,77.84,4,1,10,99,55,0,1,0
22,3.08,3.93,1,3,0,1,5,4,50,27,88.64,2,1,3,4,57,2,0,0
23,2.18,2.7,1,6,2,0,3,10,80,4,85.26,4,0,1,89,49,1,0,0
20,2.05,3.66,2,7,3,3,4,3,83,11,87.46,0,1,10,3,97,4,1,0
21,3.58,2.64,0,9,2,2,2,3,40,43,61.72,3,1,4,23,88,1,0,0
24,2.52,3.27,2,7,0,3,9,4,94,92,57.69,1,0,7,40,85,3,0,1
20,2.68,3.97,0,3,4,0,7,2,59,89,82.65,0,1,7,13,66,3,1,1
20,2.13,3.75,2,7,4,0,10,3,72,92,74.14,2,1,2,90,81,3,0,1
23,2.36,2.32,1,1,0,2,3,2,65,28,88.23,2,1,2,11,55,1,1,0
21,3.53,3.09,1,2,1,2,8,6,86,77,57.33,3,1,1,81,19,0,0,1
22,2.99,2.7,1,4,5,0,8,3,55,35,97.38,2,0,2,43,12,2,0,0
24,3.76,2.87,1,7,2,3,1,2,89,34,85.2,0,1,9,8,97,2,0,0
21,2.79,2.67,0,9,0,4,5,9,51,7,51.15,2,1,9,65,84,1,1,0
24,2.54,2.67,3,5,0,3,5,8,53,15,78.83,3,1,7,37,92,1,0,0
20,2.7,3.09,0,8,4,4,3,5,41,42,65.63,3,1,3,95,72,4,1,0
23,3.43,2.38,2,7,3,1,2,9,89,68,63.73,4,0,8,76,85,3,0,0
23,3.11,3.07,0,5,3,2,1,5,50,15,95.11,4,0,4,56,94,1,0,0
22,3.81,2.56,0,3,5,0,4,5,65,55,91.8,2,1,5,46,44,4,1,0
23,3.2,2.58,2,3,1,1,10,4,36,40,50.48,2,1,10,54,30,4,1,0
20,2.99,3.48,1,6,1,3,2,3,90,76,59.08,2,0,5,87,69,0,1,1
22,3.57,2.06,2,4,5,4,5,10,82,7,85.98,2,1,2,1,40,3,0,0
21,3.9,2.76,2,3,1,2,10,9,57,53,92.41,4,0,9,82,45,2,1,0
23,2.71,2.82,3,4,4,4,2,4,53,89,85.88,0,0,6,17,1,1,0,1
22,2.5,2.97,3,3,0,3,1,7,82,4,76.27,0,1,6,65,6,0,1,0
20,3.23,3.34,1,6,1,3,10,5,42,8,99.23,0,1,1,89,11,0,0,0
24,3.0,2.74,2,7,4,0,10,7,30,65,89.86,4,1,2,56,63,4,0,0
24,3.98,2.43,2,4,2,1,10,8,70,70,73.4,0,0,4,63,42,2,0,1
20,2.92,3.77,2,3,0,2,10,8,88,29,79.17,0,0,8,87,50,0,1,1
20,2.15,3.96,0,3,5,0,9,10,42,80,52.24,4,1,8,26,82,3,1,1
24,3.95,2.04,3,3,2,4,2,6,83,94,98.24,1,1,9,52,19,0,1,1
22,3.69,3.09,3,9,3,1,10,5,76,64,68.14,2,0,1,58,12,4,1,1
24,2.36,2.68,1,3,3,2,4,2,56,91,83.08,2,1,8,28,46,0,0,1
20,3.81,2.55,3,3,0,4,3,8,69,29,83.35,1,0,4,71,84,4,1,0
23,2.68,2.67,3,8,1,2,1,5,61,46,52.85,3,1,5,94,100,0,0,0
21,2.75,3.28,1,4,0,2,8,8,87,94,63.29,0,0,10,97,25,3,1,1
23,3.81,2.38,2,7,1,1,2,6,72,87,82.81,1,0,5,13,96,1,1,1
23,3.06,3.83,0,3,5,4,8,8,81,30,95.61,0,1,7,67,57,1,1,1
20,2.28,2.93,1,8,3,0,1,1,63,59,88.93,1,1,3,42,21,0,1,0
24,2.74,2.65,3,3,0,0,6,9,35,74,79.01,2,1,5,28,58,2,1,0
22,3.44,3.53,1,5,0,0,4,9,77,79,61.62,0,0,7,56,74,1,0,1
23,2.35,2.03,3,1,5,2,3,3,47,8,97.44,4,1,6,32,14,0,1,0
24,3.18,2.86,2,5,1,3,1,5,68,93,70.18,2,0,2,20,44,1,1,1
22,3.39,2.71,2,6,3,1,10,7,36,75,57.5,2,0,8,40,46,4,1,0
23,2.69,2.68,2,7,3,0,1,8,35,53,51.08,2,0,9,0,81,0,1,0
22,3.39,2.67,3,2,1,1,7,7,82,60,97.51,0,0,9,26,30,0,1,1
24,3.77,2.06,1,2,5,2,6,3,30,63,88.9,3,1,9,1,97,1,0,0
21,2.94,2.3,3,9,1,1,3,7,58,79,60.82,1,0,2,63,28,3,0,1
24,2.77,2.28,2,1,5,0,2,1,98,96,57.09,1,1,10,50,40,0,0,1
20,2.5,3.98,2,2,1,0,10,5,78,5,97.97,4,1,3,53,80,0,1,0
22,3.21,2.04,2,2,3,2,3,9,88,44,62.04,3,0,4,73,17,3,1,0
21,3.76,2.33,3,7,3,2,8,2,42,64,73.1,2,0,2,73,95,3,1,0
22,2.65,3.95,0,6,0,4,7,3,74,76,80.54,1,0,6,29,9,3,0,1
22,2.79,3.26,2,9,5,2,7,9,75,36,53.12,0,0,7,0,8,2,0,1
23,2.81,2.9,1,7,3,3,5,3,52,98,67.22,2,1,9,94,51,2,1,1
20,3.12,2.16,2,3,5,3,10,8,61,89,97.18,2,0,1,98,26,3,0,1
22,2.46,3.34,3,3,5,0,3,6,42,72,85.02,3,0,7,28,25,2,1,0
24,3.64,2.28,1,1,2,2,1,7,82,16,68.39,3,0,5,12,84,3,0,0
24,2.59,3.34,3,8,2,3,1,5,49,98,89.59,1,0,3,72,28,4,1,1
23,3.41,3.96,0,1,1,3,6,10,30,24,91.86,1,0,5,42,19,4,1,0
20,3.03,3.06,0,2,5,4,4,7,86,49,57.59,2,1,6,40,72,0,1,0
20,3.17,2.43,3,7,1,2,7,10,95,70,79.33,4,0,4,74,67,0,0,1
24,2.36,3.25,2,1,1,4,10,10,40,30,68.34,2,0,10,87,14,3,1,0
21,3.47,3.03,1,4,0,1,10,3,75,31,75.34,0,1,9,88,51,3,1,0
23,2.38,3.07,2,9,2,4,10,5,59,47,73.45,4,1,1,57,86,2,1,0
23,2.23,2.96,3,8,2,1,1,6,98,82,75.19,1,0,10,76,79,0,1,1
24,3.09,3.35,3,8,3,1,6,9,36,16,76.1,4,1,6,13,0,2,0,0
24,3.42,3.14,2,3,2,2,7,4,53,60,53.46,4,1,10,40,18,1,1,0
21,2.1,3.97,1,5,3,1,1,8,77,56,58.88,1,1,2,66,25,3,0,1
21,2.14,3.65,1,4,5,1,2,8,72,56,78.31,0,0,7,53,58,0,1,1
20,3.61,2.53,1,8,0,4,9,10,65,69,96.8,0,0,9,5,3,0,0,1
23,3.62,3.45,1,7,1,2,9,6,30,88,87.33,3,1,6,45,61,2,0,1
23,2.49,2.43,1,7,1,2,6,8,36,32,61.93,3,0,10,76,91,4,1,0
24,3.23,3.56,0,7,5,1,4,5,73,18,68.09,0,0,9,0,56,3,1,0
20,2.89,2.3,0,1,3,4,7,1,90,14,66.77,0,1,8,28,59,3,1,0
23,3.27,2.95,3,7,4,4,5,4,55,34,88.48,3,0,5,77,34,3,1,0
20,3.73,3.58,0,4,5,4,3,6,59,48,98.61,3,0,8,75,34,4,0,0
20,2.16,2.56,1,3,3,4,4,9,30,95,67.77,0,0,5,25,39,3,0,1
24,3.56,3.67,1,5,5,0,2,4,92,35,50.74,1,0,8,57,20,4,0,1
20,2.99,3.29,1,2,0,1,6,6,44,95,96.84,0,0,7,86,100,4,1,1
21,3.13,2.8,3,8,5,1,3,10,92,95,87.66,1,0,5,2,26,2,1,1
21,3.31,2.85,3,9,5,1,7,5,84,53,91.72,1,0,8,59,46,3,0,1
22,3.85,3.85,2,5,2,2,4,9,86,35,60.43,1,0,6,13,12,4,0,1
24,2.11,2.44,0,3,3,2,8,10,49,52,82.28,3,1,7,97,53,4,1,0
22,2.06,3.39,0,7,0,4,1,6,51,59,61.64,2,0,5,22,5,2,0,0
21,2.36,3.41,2,1,1,2,9,3,79,97,50.58,0,1,8,61,30,3,0,1
22,3.97,3.84,2,3,4,3,3,2,65,73,57.85,4,1,8,9,86,1,0,0
24,3.43,3.43,0,9,4,1,3,3,66,43,96.14,4,0,1,3,32,4,1,0
24,3.23,3.17,1,2,3,1,5,6,75,32,60.77,0,0,8,38,8,0,0,0
20,2.09,3.81,0,9,5,0,10,10,56,43,79.26,1,1,10,73,68,2,0,1
23,3.76,3.66,1,1,2,0,1,8,48,54,98.4,3,1,8,87,43,2,1,0
20,3.63,3.43,3,4,5,3,3,8,45,73,53.78,3,1,7,33,57,2,0,1
24,3.33,2.07,0,6,3,0,4,5,83,43,90.4,1,0,6,87,37,3,1,0
21,2.68,2.75,0,7,4,4,2,1,63,50,79.88,0,1,10,24,43,1,0,0
21,2.14,3.26,3,3,4,4,6,1,80,98,66.17,4,1,3,51,67,0,0,1
20,3.16,3.04,3,9,5,1,10,7,65,85,68.21,3,0,7,14,31,2,0,1
24,3.44,2.64,3,4,5,4,4,2,82,50,51.36,1,0,4,11,2,4,1,0
21,2.19,2.29,3,5,5,0,1,4,91,86,62.79,3,1,8,0,97,1,0,1
24,3.27,3.11,3,8,1,3,3,10,60,6,71.17,1,0,5,8,58,1,1,0
21,2.57,2.57,2,3,2,4,7,5,33,84,85.85,3,0,3,58,11,2,0,0
24,3.53,2.47,2,8,2,1,3,8,41,0,63.74,4,0,6,13,99,0,1,0
22,3.08,2.8,3,1,4,1,6,10,82,12,79.02,3,1,6,30,45,2,1,0
24,2.26,3.57,3,8,4,0,6,9,90,72,86.58,0,0,6,87,31,0,0,1
24,3.05,2.98,3,8,3,4,1,1,48,47,84.93,2,1,8,52,30,2,1,0
20,2.79,2.43,3,6,3,0,2,9,85,83,79.51,1,0,1,62,12,2,1,1
22,2.36,2.23,1,5,1,1,10,5,38,46,79.01,2,0,10,9,48,2,1,0
23,3.68,3.0,1,9,4,3,6,4,54,46,86.06,4,0,1,42,85,3,1,0
20,2.02,3.59,3,6,3,4,2,10,83,9,66.78,4,1,10,17,90,2,1,0
23,2.62,3.31,3,1,1,3,2,5,76,25,72.51,2,0,7,66,68,1,0,0
21,2.03,2.46,0,6,2,4,4,9,70,49,98.31,4,1,3,58,63,4,0,0
23,2.19,2.87,3,1,4,1,8,8,80,46,83.43,4,1,8,75,25,4,1,0
24,2.59,3.71,3,6,0,4,6,10,79,43,75.99,1,0,3,98,48,2,1,1
23,2.11,2.36,2,3,4,1,8,5,36,0,78.92,1,0,6,22,82,3,0,0
20,3.19,3.06,1,6,3,2,4,10,56,62,55.22,1,0,1,85,22,2,0,1
20,2.17,2.71,3,6,4,1,3,5,77,16,79.6,0,0,2,74,91,2,1,0
23,3.4,2.25,1,1,0,1,7,1,84,16,91.82,0,1,7,45,65,0,1,0
20,2.11,2.1,1,9,4,4,7,9,92,38,76.18,0,1,6,48,2,1,0,0
20,2.12,3.11,0,8,3,3,2,3,35,42,58.84,0,1,1,22,76,0,1,0
23,2.61,2.04,1,2,2,1,1,1,64,75,72.41,2,1,10,11,99,4,0,0
22,3.79,2.21,1,2,3,4,8,5,61,40,63.9,1,1,7,28,20,3,0,0
22,3.28,2.7,3,5,1,1,3,10,35,14,67.99,4,0,4,88,45,0,0,0
21,3.54,2.09,2,2,3,0,6,3,92,0,61.25,3,0,1,87,38,1,0,0
20,2.28,2.8,3,1,1,0,7,6,47,57,66.7,0,1,9,58,77,1,1,1
23,3.67,2.26,3,2,4,0,8,7,60,53,91.08,4,0,3,52,37,1,1,0
20,2.02,2.7,2,5,1,0,6,4,81,95,87.89,1,1,9,67,27,4,1,1
24,2.43,3.58,2,7,5,3,7,4,45,74,74.53,2,0,7,100,68,0,1,1
20,3.23,3.25,0,5,4,1,5,2,85,4,89.13,4,0,8,62,44,1,0,0
20,2.75,2.89,2,1,1,0,3,2,96,61,98.78,3,0,7,28,61,4,1,0
22,3.97,2.18,3,7,3,4,2,7,91,81,70.31,4,1,10,2,16,3,1,1
23,2.06,3.24,2,6,0,0,7,5,81,81,99.0,1,0,9,94,39,2,0,1
20,4.0,2.33,2,7,4,2,8,5,34,86,62.3,4,1,3,88,34,3,0,0
22,3.25,2.15,2,2,1,2,8,2,82,70,97.73,2,0,8,36,81,0,0,0
21,3.12,3.33,1,5,0,3,3,7,46,45,93.22,1,1,2,62,56,3,1,0
22,2.12,3.82,0,8,1,2,2,2,60,89,59.96,0,0,4,22,84,4,1,1
22,2.55,2.92,1,7,1,4,9,5,45,64,67.49,1,1,10,48,24,0,0,0
22,3.85,2.08,1,6,1,0,6,5,86,27,85.4,4,0,4,85,94,1,0,0
20,2.71,3.76,0,6,3,2,10,3,50,83,59.58,3,1,6,92,14,4,1,1
20,3.32,2.13,1,1,1,2,3,2,70,40,79.54,1,0,3,99,18,0,1,0
21,4.0,3.74,2,1,0,3,5,3,68,22,76.74,1,1,1,76,50,0,0,0
24,2.53,2.78,0,7,5,2,1,5,66,31,64.59,1,1,10,2,12,4,1,0
24,3.15,2.73,1,3,1,0,2,6,70,57,65.03,1,0,8,21,95,3,1,0
24,3.39,3.09,3,6,5,1,9,4,82,38,75.82,4,1,9,35,94,3,0,0
21,2.33,3.91,1,5,2,0,10,7,61,81,64.99,0,0,7,9,77,1,1,1
24,2.3,3.8,3,3,4,2,10,2,54,32,59.01,3,1,9,8,24,0,1,0
24,2.91,2.94,2,6,3,2,3,6,82,57,88.67,1,1,6,55,82,3,0,1
22,2.77,3.39,3,3,2,2,8,9,93,88,79.09,3,1,3,54,22,0,1,1
20,3.43,3.16,1,8,2,3,10,10,62,31,71.88,4,1,9,18,82,3,0,0
20,2.14,3.39,1,7,0,4,8,5,67,49,59.06,0,1,1,71,80,4,1,1
22,3.94,3.66,1,9,0,0,5,4,37,50,79.72,1,0,1,32,58,4,0,0
22,2.03,2.07,0,5,5,2,8,9,30,91,81.43,0,1,2,19,15,3,0,1
22,3.2,2.65,0,1,5,1,2,6,88,76,73.99,1,0,4,93,95,4,1,1
20,3.13,3.92,1,8,3,3,2,4,64,18,68.64,1,0,3,34,94,0,1,0
24,2.27,3.9,1,2,3,4,4,1,45,2,93.36,2,0,1,30,50,4,0,0
22,2.3,2.02,2,6,4,2,8,9,43,90,85.24,3,1,7,82,9,1,1,0
21,3.59,2.4,0,1,1,0,2,10,34,16,67.81,0,0,4,49,71,3,0,0
22,3.78,3.99,0,6,3,1,4,3,50,42,79.65,3,0,1,45,54,1,1,0
23,2.57,2.99,0,4,3,3,8,6,87,28,61.69,3,1,6,77,61,4,1,0
22,2.88,3.15,3,5,5,0,3,1,86,43,50.57,3,1,6,9,44,3,1,0
20,2.71,2.33,1,7,1,0,8,6,40,51,93.44,0,1,1,66,65,3,1,0
22,2.15,3.79,2,6,4,3,2,3,100,96,90.94,1,1,7,33,24,0,0,1
23,3.35,2.46,2,1,0,0,1,3,37,27,81.97,1,0,8,50,57,0,0,0
21,3.65,2.38,1,9,4,1,6,7,43,83,90.57,1,1,5,91,90,4,1,1
24,2.61,2.46,1,6,1,1,8,9,78,33,89.04,1,0,10,82,63,0,1,0
22,3.98,3.84,2,6,0,0,9,6,62,79,93.01,1,0,7,38,43,0,0,1
23,2.15,3.41,3,9,0,2,10,1,53,53,94.59,1,1,8,89,23,1,1,1
23,3.32,3.54,2,5,0,0,8,9,100,1,90.94,4,1,7,67,50,1,0,0
21,2.9,2.75,3,6,4,2,2,5,67,91,92.59,4,1,3,11,62,1,1,1
20,2.89,3.82,3,6,5,0,1,2,79,16,75.08,1,0,10,25,23,4,0,0
22,2.92,3.58,0,7,1,4,7,3,93,83,85.4,0,1,10,70,47,3,1,1
23,2.52,3.5,1,9,4,1,7,5,31,17,66.66,3,1,2,66,19,2,1,0
21,3.43,3.94,0,5,4,0,3,2,68,27,93.06,3,1,9,89,31,4,0,0
24,3.44,2.73,3,5,2,1,6,3,43,27,92.93,0,1,5,1,33,3,1,0
23,2.56,3.22,2,4,3,3,7,8,41,51,53.31,4,0,9,11,92,0,1,0
21,3.67,3.82,0,4,4,4,9,6,80,15,67.35,3,0,4,58,51,4,1,0
20,2.63,3.58,2,8,2,2,1,2,39,32,58.57,4,1,1,31,37,3,1,0
20,3.45,3.13,3,2,5,3,3,2,73,84,56.79,2,1,8,50,13,4,0,1
23,2.24,2.15,2,8,5,4,5,1,69,4,70.74,3,1,5,10,23,0,0,0
23,2.34,3.31,0,2,1,3,3,7,89,44,81.28,2,1,4,31,98,0,0,0
22,2.63,3.05,3,1,2,1,8,6,99,36,67.19,2,0,9,63,82,4,0,0
21,3.19,2.37,1,9,4,4,10,6,60,81,65.46,2,1,9,44,71,4,1,1
23,3.29,3.76,0,8,1,3,6,5,66,51,54.72,2,1,2,78,7,2,1,0
22,2.79,2.69,0,6,2,2,2,3,87,63,69.15,1,1,1,53,5,1,0,0
22,2.16,2.77,1,4,4,4,1,8,72,61,73.55,1,0,8,5,74,3,1,1
23,2.75,3.34,3,2,1,4,10,3,100,4,69.94,0,0,9,25,42,0,0,0
20,3.38,2.98,1,8,1,3,5,5,67,10,84.0,3,1,4,7,54,0,1,0
